time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0.0,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001
0.019801980198019802,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001
0.039603960396039604,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001
0.059405940594059403,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001,0.10000000000000001
0.079207920792079209,0.099624572668131003,0.076074434484701858,0.15025477573900595,0.068353467926548853,0.098861738839866153,0.10581997093136324
0.099009900990099015,0.099277061948651768,0.06519152609047206,0.17330483035304847,0.051101327572791094,0.097814592986718893,0.11136937492451596
0.11881188118811881,0.098769637032827012,0.046900952382238514,0.21196803508629519,0.023172599282333093,0.096288261211214282,0.11960422450795076
0.13861386138613863,0.098074820730793821,0.026988988752832156,0.25422647257049275,-0.0098755210767092379,0.094210930707147311,0.1312341041241481
0.15841584158415842,0.097167972211827547,0.0046543425089467239,0.30179607756340959,-0.04975301947816417,0.091521354815995867,0.14708711266474273
0.17821782178217821,0.096025267795917454,-0.019802599041737454,0.35411299530557105,-0.097237407892555167,0.088170105477413385,0.16823482315225979
0.19801980198019803,0.094624214865024356,-0.046481817530982121,0.41147823655695487,-0.15395327848937654,0.084123529185332321,0.19612939972804547
0.21782178217821782,0.092943242984167618,-0.075567126189090977,0.47442830985832146,-0.22226791275105429,0.079368945183167949,0.23281219467159725
0.23762376237623761,0.090961582938169389,-0.10738518634481314,0.54391991798549766,-0.30575255609948587,0.073923982300240637,0.28124950828485562
0.25742574257425743,0.088659039354009997,-0.14238048732186565,0.62140946984616796,-0.40983547008075782,0.067853022393115581,0.34588127561802018
0.27722772277227725,0.086015746100425727,-0.18102470211334121,0.70895423684931269,-0.54288845395444674,0.061297471293715128,0.43351595714798463
0.29702970297029702,0.08301181014072169,-0.22345916655464904,0.80911904942233104,-0.71786411951012419,0.05453295036861,0.55470377047290587
0.31683168316831684,0.079612408133455048,-0.26516404097124469,0.92408308558067831,-0.97797508280017609,0.048920705504857845,0.74599217473124213
0.33663366336633666,0.075827527388350774,-0.30058223000848261,1.044524580680158,-1.3016154807062854,0.044359665824837469,0.98953588600431108
0.35643564356435642,0.071624465133509257,-0.31376284693185252,1.1500113703956054,-1.695120659860716,0.042823102779974143,1.2961809796423611
0.37623762376237624,0.066987932487969151,-0.29626795547502083,1.213210616205513,-2.094511235030625,0.04566526397786673,1.6208614594668653
0.39603960396039606,0.061895703329464001,-0.26068494759967709,1.2329268879788282,-2.4274554388340173,0.053151886176963023,1.9050468016141229
0.41584158415841582,0.056317724822185056,-0.22484493149524448,1.2310108059574933,-2.6730327155693727,0.064625488436850301,2.1238157135553557
0.43564356435643564,0.050234599473357379,-0.19699686283045229,1.2263762963105411,-2.8482399024161813,0.079191854152444036,2.283518964432095
0.45544554455445546,0.043626847183032287,-0.1774849422099668,1.2268116307997667,-2.9767860796398842,0.09615627529925537,2.4004409643086646
0.47524752475247523,0.036469577103776733,-0.16435879499868938,1.2337186820413883,-3.0759120571241412,0.11510119681686228,2.4884906654255694
0.49504950495049505,0.028735586340200358,-0.15572256192514439,1.2464380972855111,-3.1562953455546343,0.13578396339497389,2.5571306908519547
0.51485148514851486,0.020395986579295176,-0.15013937396879287,1.2639019485601997,-3.2244237277989654,0.15805633661815946,2.6125030222808228
