time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0,0,0,0,0,0,0
0,-3.138958913589793,-3.133133943589793,-3.136478593589793,-3.136413783589793,0.00351958,0.009241579999999999
0.1,-2.894540049924412,2.000648026027022,-1.442067568998198,0.1438187663040367,-2.895925810436053,1.125859613996102
0.2,-2.551490433639236,1.241119155941789,-2.336315729456885,1.034986506577752,0.5324141750372523,0.08173937327233016
0.3,-2.279184132976292,1.09821041161311,-2.272804377479076,2.805149616375473,0.09624209591590904,1.751981591551357
0.4,-2.046278792196972,1.02700270332312,-2.664025406301107,0.845881070290659,1.085390802257897,0.1793098701571805
0.5,-1.856997931819403,0.9125762254751066,-2.240594016236514,0.2105357289475478,0.3352540605641492,1.460787112748984
0.6000000000000001,-1.697495884052387,0.5712914400403122,-2.74379027626486,2.425125119541406,1.424595683627179,2.137236097922278
0.7000000000000001,-1.578023430830292,0.3880248154482331,-2.854005519728162,3.039817303690484,1.39354307216096,1.51851099595871
0.8,-1.509745477492658,0.145294286545635,-2.518232298237706,0.4735835776266129,1.631843271306149,1.571258261482736
0.9,-1.463848409654851,0.04415537437222383,-2.506951894952635,0.5904728096347469,1.677742749450107,1.570590202386999
1,-1.42204257898676,3.125332130845436,-2.53910117845794,0.6187519412839606,1.719550075888287,1.570795798055332
1.1,-1.397473323780086,3.102297237312399,-2.562330074129193,0.6185579389373856,1.744119331094961,1.570795796649375
1.2,-1.376757688015557,3.087721717845426,-2.581161624220897,0.6143019081066541,1.76483496685949,1.570795795454816
1.3,-1.358846354799781,3.078366683181713,-2.596762481435576,0.6080560853550026,1.782746300075265,1.570795794414223
1.4,-1.343056126898285,3.072437076818176,-2.609902702291606,0.6008454706681334,1.798536527976761,1.57079579349023
1.5,-1.328915991918283,3.06885912286171,-2.621123640398423,0.593202486329659,1.812676662956763,1.570795792657048
1.6,-1.31608895918186,3.066954370863357,-2.630817400453395,0.5854134780907714,1.825503695693187,1.570795791896193
